task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
6	f0/7ebd04	421642	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:GET_CHROM_SIZES (nCoV-2019.reference.fasta)	COMPLETED	0	2021-11-25 18:24:46.244	1.6s	0ms	30.8%	3.5 MB	22.1 MB	82 KB	374 B
2	50/ada24d	421884	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:BLAST_MAKEBLASTDB (nCoV-2019.reference.fasta)	COMPLETED	0	2021-11-25 18:24:47.810	1.6s	0ms	63.7%	3.7 MB	27.6 MB	184.5 KB	56.6 KB
8	b4/8d7a0b	422121	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:BOWTIE2_BUILD (nCoV-2019.reference.fasta)	COMPLETED	0	2021-11-25 18:24:49.434	1.9s	1s	81.2%	4.7 MB	29.9 MB	1.7 MB	8.3 MB
5	95/7ffd19	422368	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:COLLAPSE_PRIMERS (nCoV-2019.primer.bed)	COMPLETED	0	2021-11-25 18:24:51.370	1.6s	0ms	64.0%	10.3 MB	32.2 MB	644.8 KB	3.9 KB
1	14/bffc32	422608	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:UNTAR_KRAKEN2_DB (kraken2_hs22.tar.gz)	COMPLETED	0	2021-11-25 18:24:52.950	1.2s	450ms	110.9%	6.7 MB	11.1 MB	91.9 MB	105.2 MB
7	a4/b16b56	422863	NFCORE_VIRALRECON:ILLUMINA:INPUT_CHECK:SAMPLESHEET_CHECK (samplesheet_test_illumina_amplicon.csv)	COMPLETED	0	2021-11-25 18:24:54.148	1.5s	0ms	69.6%	10.1 MB	32.2 MB	651.9 KB	907 B
4	b3/7fbbb7	423096	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:GUNZIP_GFF (GCA_009858895.3_ASM985889v3_genomic.200409.gff.gz)	COMPLETED	0	2021-11-25 18:24:55.693	542ms	7ms	61.5%	0	0	87.1 KB	4.8 KB
3	cd/b9b60e	423355	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:BEDTOOLS_GETFASTA (nCoV-2019.primer.bed)	COMPLETED	0	2021-11-25 18:24:56.240	1.5s	0ms	66.7%	2.8 MB	11 MB	83.4 KB	9.4 KB
9	a9/089d96	423615	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:SNPEFF_BUILD (nCoV-2019.reference.fasta)	COMPLETED	0	2021-11-25 18:24:57.794	3.1s	1s	54.2%	64.5 MB	8.9 GB	17.8 MB	16.6 KB
12	61/76b1ed	423968	NFCORE_VIRALRECON:ILLUMINA:CAT_FASTQ (SAMPLE3_SE)	COMPLETED	0	2021-11-25 18:25:00.935	537ms	12ms	53.3%	2.8 MB	3.9 MB	5.6 MB	5.5 MB
14	d0/a33fb0	424194	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_RAW (SAMPLE2_PE)	COMPLETED	0	2021-11-25 18:25:01.477	7s	6s	156.5%	353 MB	3.3 GB	26.6 MB	4.7 MB
10	99/29617f	424747	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_RAW (SAMPLE1_PE)	COMPLETED	0	2021-11-25 18:25:08.454	6.9s	6s	184.8%	394.7 MB	3.3 GB	28.3 MB	4.7 MB
13	0d/4801c7	425301	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTP (SAMPLE2_PE)	COMPLETED	0	2021-11-25 18:25:15.406	5.5s	4s	116.3%	386.4 MB	430.5 MB	10.9 MB	5.6 MB
11	a9/ebba74	425709	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTP (SAMPLE1_PE)	COMPLETED	0	2021-11-25 18:25:20.937	6.6s	5s	118.5%	586.7 MB	1007.1 MB	14.8 MB	7 MB
15	d5/c4a538	426172	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_RAW (SAMPLE3_SE)	COMPLETED	0	2021-11-25 18:25:27.526	6s	5s	136.1%	273.2 MB	3.2 GB	25.6 MB	2.3 MB
16	c5/4cb035	426660	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTP (SAMPLE3_SE)	COMPLETED	0	2021-11-25 18:25:33.485	5.9s	5s	112.8%	451 MB	780.8 MB	11.5 MB	6.2 MB
17	d6/68623c	427119	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_TRIM (SAMPLE2_PE)	COMPLETED	0	2021-11-25 18:25:39.428	6s	5s	181.8%	378.4 MB	3.3 GB	26.3 MB	4.5 MB
19	87/d9deec	427612	NFCORE_VIRALRECON:ILLUMINA:KRAKEN2_KRAKEN2 (SAMPLE2_PE)	COMPLETED	0	2021-11-25 18:25:45.419	3.3s	2s	167.8%	6.3 MB	301.2 MB	101.3 MB	29.3 MB
18	20/92925c	427915	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BOWTIE2_ALIGN (SAMPLE2_PE)	COMPLETED	0	2021-11-25 18:25:48.693	1m 14s	1m 12s	100.5%	60.4 MB	279.5 MB	41.6 MB	32.2 MB
20	d0/2ac4a1	431099	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_TRIM (SAMPLE1_PE)	COMPLETED	0	2021-11-25 18:27:02.287	8.9s	8s	182.7%	379 MB	3.3 GB	27.7 MB	4.5 MB
21	cc/68976f	431779	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BOWTIE2_ALIGN (SAMPLE1_PE)	COMPLETED	0	2021-11-25 18:27:11.244	1m 30s	1m 29s	100.6%	60.3 MB	279.5 MB	50.1 MB	40.9 MB
22	6d/e24b90	435423	NFCORE_VIRALRECON:ILLUMINA:KRAKEN2_KRAKEN2 (SAMPLE1_PE)	COMPLETED	0	2021-11-25 18:28:41.708	3.8s	2s	168.6%	8 MB	237.9 MB	113.7 MB	37.1 MB
23	b5/530417	435786	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_TRIM (SAMPLE3_SE)	COMPLETED	0	2021-11-25 18:28:45.476	5.9s	5s	141.8%	276.1 MB	3.2 GB	25.9 MB	2.2 MB
25	ee/913ff2	436276	NFCORE_VIRALRECON:ILLUMINA:KRAKEN2_KRAKEN2 (SAMPLE3_SE)	COMPLETED	0	2021-11-25 18:28:51.404	3.6s	2s	177.1%	8.2 MB	237.9 MB	111.8 MB	36.7 MB
24	97/52f4c7	436574	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BOWTIE2_ALIGN (SAMPLE3_SE)	COMPLETED	0	2021-11-25 18:28:54.961	38.5s	37s	101.0%	41.7 MB	279.5 MB	47.8 MB	38.4 MB
26	80/15e482	438834	NFCORE_VIRALRECON:ILLUMINA:CUTADAPT (SAMPLE2_PE)	COMPLETED	0	2021-11-25 18:29:33.432	10.6s	9s	152.3%	127.7 MB	1 GB	103.1 MB	100.7 MB
27	2d/62b396	440589	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:SAMTOOLS_SORT (SAMPLE2_PE)	COMPLETED	0	2021-11-25 18:29:44.046	1.7s	0ms	169.8%	10.6 MB	1.7 GB	4.6 MB	2.4 MB
28	b8/d82803	440838	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:SAMTOOLS_SORT (SAMPLE1_PE)	COMPLETED	0	2021-11-25 18:29:45.764	1.7s	0ms	173.9%	15.7 MB	1.7 GB	6.1 MB	3.2 MB
29	c3/040251	441081	NFCORE_VIRALRECON:ILLUMINA:CUTADAPT (SAMPLE1_PE)	COMPLETED	0	2021-11-25 18:29:47.494	10.9s	10s	183.2%	145.7 MB	1.1 GB	129 MB	126.8 MB
30	2b/f80fb2	442891	NFCORE_VIRALRECON:ILLUMINA:CUTADAPT (SAMPLE3_SE)	COMPLETED	0	2021-11-25 18:29:58.380	10.7s	9s	178.8%	129.7 MB	796.5 MB	124.7 MB	122.3 MB
31	0d/fd0377	444428	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:SAMTOOLS_SORT (SAMPLE3_SE)	COMPLETED	0	2021-11-25 18:30:09.109	1.7s	0ms	180.1%	19.5 MB	1.7 GB	5.5 MB	2.6 MB
35	09/38ee6f	444673	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_UNICYCLER:UNICYCLER (SAMPLE2_PE)	COMPLETED	0	2021-11-25 18:30:10.850	1m 33s	1m 31s	167.6%	381.2 MB	3.6 GB	407.5 MB	781.3 MB
33	a1/7ccc89	460457	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:MINIA (SAMPLE2_PE)	COMPLETED	0	2021-11-25 18:31:43.941	3.1s	1s	141.3%	121.8 MB	5.3 GB	56.9 MB	24.5 MB
34	8e/32d3c2	460876	NFCORE_VIRALRECON:ILLUMINA:FASTQC (SAMPLE2_PE)	COMPLETED	0	2021-11-25 18:31:47.006	7.9s	6s	174.4%	378.6 MB	3.3 GB	25.6 MB	4.4 MB
32	52/371cf6	461482	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_SPADES:SPADES (SAMPLE2_PE)	COMPLETED	0	2021-11-25 18:31:54.939	21.9s	21s	167.6%	236 MB	1.6 GB	57.6 MB	383.9 MB
36	eb/b2880f	462712	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:SAMTOOLS_INDEX (SAMPLE2_PE)	COMPLETED	0	2021-11-25 18:32:16.888	1.6s	0ms	84.2%	4.3 MB	26.8 MB	2.5 MB	4.6 KB
37	88/49d3ad	462963	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:SAMTOOLS_INDEX (SAMPLE1_PE)	COMPLETED	0	2021-11-25 18:32:18.463	1.6s	0ms	97.6%	4.4 MB	26.8 MB	3.2 MB	4.7 KB
38	56/1fee39	463205	NFCORE_VIRALRECON:ILLUMINA:FASTQC (SAMPLE1_PE)	COMPLETED	0	2021-11-25 18:32:20.020	9s	7s	176.5%	350.4 MB	3.3 GB	27.1 MB	4.3 MB
39	e9/dfc384	463886	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_SPADES:SPADES (SAMPLE1_PE)	COMPLETED	0	2021-11-25 18:32:29.000	26.7s	26s	170.2%	289.5 MB	1.6 GB	70.7 MB	463.9 MB
