task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
2	19/e5e695	138461	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:GET_CHROM_SIZES (nCoV-2019.reference.fasta)	COMPLETED	0	2021-11-30 12:45:42.162	1.7s	0ms	100.0%	2.8 MB	11 MB	82.6 KB	372 B
1	de/4711c8	138680	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:COLLAPSE_PRIMERS (nCoV-2019.primer.bed)	COMPLETED	0	2021-11-30 12:45:43.916	1.7s	0ms	94.1%	9.7 MB	32 MB	645.5 KB	3.9 KB
4	c5/aa279f	138888	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:BOWTIE2_BUILD (nCoV-2019.reference.fasta)	COMPLETED	0	2021-11-30 12:45:45.655	2s	0ms	114.3%	10.3 MB	32.4 MB	1.7 MB	8.3 MB
8	b9/a3e828	139104	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:GUNZIP_GFF (GCA_009858895.3_ASM985889v3_genomic.200409.gff.gz)	COMPLETED	0	2021-11-30 12:45:47.637	635ms	7ms	160.0%	0	0	87.7 KB	4.8 KB
7	0c/61e10b	139295	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:BLAST_MAKEBLASTDB (nCoV-2019.reference.fasta)	COMPLETED	0	2021-11-30 12:45:48.277	1.9s	0ms	102.1%	13.5 MB	61.7 MB	185.2 KB	56.6 KB
3	9d/4ccf59	139510	NFCORE_VIRALRECON:ILLUMINA:INPUT_CHECK:SAMPLESHEET_CHECK (samplesheet_test_illumina_amplicon.csv)	COMPLETED	0	2021-11-30 12:45:50.184	1.7s	0ms	94.1%	9.6 MB	32 MB	652.5 KB	904 B
6	4f/e78490	139716	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:UNTAR_KRAKEN2_DB (kraken2_hs22.tar.gz)	COMPLETED	0	2021-11-30 12:45:51.857	1.3s	468ms	127.4%	6.6 MB	11.1 MB	91.9 MB	105.2 MB
5	f2/27ca3a	139950	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:BEDTOOLS_GETFASTA (nCoV-2019.primer.bed)	COMPLETED	0	2021-11-30 12:45:53.187	1.9s	0ms	100.0%	0	0	84 KB	9.4 KB
9	27/0f61e9	140205	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:SNPEFF_BUILD (nCoV-2019.reference.fasta)	COMPLETED	0	2021-11-30 12:45:55.102	4.3s	3s	41.6%	64 MB	9 GB	17.8 MB	16.6 KB
10	c7/a05064	140623	NFCORE_VIRALRECON:ILLUMINA:CAT_FASTQ (SAMPLE3_SE)	COMPLETED	0	2021-11-30 12:45:59.405	702ms	9ms	133.3%	0	0	5.6 MB	5.5 MB
