task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
6	7c/161e50	3008	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:GET_CHROM_SIZES (nCoV-2019.reference.fasta)	COMPLETED	0	2021-11-30 12:18:26.716	3s	0ms	48.0%	3.4 MB	22.1 MB	82.6 KB	383 B
8	0f/0c5adc	3229	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:GUNZIP_GFF (GCA_009858895.3_ASM985889v3_genomic.200409.gff.gz)	COMPLETED	0	2021-11-30 12:18:29.750	1.1s	18ms	80.0%	0	0	87.7 KB	4.8 KB
1	40/f81b05	3414	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:COLLAPSE_PRIMERS (nCoV-2019.primer.bed)	COMPLETED	0	2021-11-30 12:18:30.823	2.1s	0ms	39.5%	4.5 MB	29.9 MB	645.4 KB	3.9 KB
2	fd/0c31fa	3624	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:BOWTIE2_BUILD (nCoV-2019.reference.fasta)	COMPLETED	0	2021-11-30 12:18:32.945	2.7s	1s	72.6%	6 MB	30.2 MB	1.7 MB	8.3 MB
3	d1/c0db20	3842	NFCORE_VIRALRECON:ILLUMINA:INPUT_CHECK:SAMPLESHEET_CHECK (samplesheet_test_illumina_amplicon.csv)	COMPLETED	0	2021-11-30 12:18:35.601	1.8s	0ms	88.9%	9.5 MB	32 MB	652.5 KB	898 B
7	e5/fdfc5d	4048	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:BLAST_MAKEBLASTDB (nCoV-2019.reference.fasta)	COMPLETED	0	2021-11-30 12:18:37.445	2.2s	1s	38.3%	3.5 MB	27.6 MB	185.2 KB	56.6 KB
4	c8/2075a4	4290	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:UNTAR_KRAKEN2_DB (kraken2_hs22.tar.gz)	COMPLETED	0	2021-11-30 12:18:39.656	2.8s	768ms	106.8%	5.4 MB	7.8 MB	91.9 MB	105.2 MB
5	2a/942950	4509	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:BEDTOOLS_GETFASTA (nCoV-2019.primer.bed)	COMPLETED	0	2021-11-30 12:18:42.489	1.9s	0ms	47.1%	4.7 MB	26.3 MB	84 KB	9.4 KB
9	68/d4df6f	4727	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:SNPEFF_BUILD (nCoV-2019.reference.fasta)	COMPLETED	0	2021-11-30 12:18:44.399	4.8s	3s	44.2%	65.2 MB	8.9 GB	17.8 MB	16.6 KB
14	98/ececb2	5143	NFCORE_VIRALRECON:ILLUMINA:CAT_FASTQ (SAMPLE3_SE)	COMPLETED	0	2021-11-30 12:18:49.175	1.1s	121ms	16.3%	3.3 MB	6.5 MB	5.6 MB	5.5 MB
10	d4/0fd513	5349	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_RAW (SAMPLE1_PE)	COMPLETED	0	2021-11-30 12:18:50.273	9.8s	8s	184.0%	383.3 MB	3.3 GB	28.5 MB	4.7 MB
12	4a/7c6962	6007	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTP (SAMPLE1_PE)	COMPLETED	0	2021-11-30 12:19:00.102	7.8s	6s	122.3%	599.6 MB	1007.1 MB	14.8 MB	7 MB
13	1f/6baf68	6520	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_RAW (SAMPLE2_PE)	COMPLETED	0	2021-11-30 12:19:07.857	9.8s	8s	185.0%	372.3 MB	3.3 GB	26.6 MB	4.7 MB
