task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	9f/3f1f9f	2521	NFCORE_VIRALRECON:ILLUMINA:INPUT_CHECK:SAMPLESHEET_CHECK (samplesheet_test_illumina_amplicon.csv)	COMPLETED	0	2021-11-21 22:40:31.633	15.1s	0ms	74.1%	9.7 MB	31.7 MB	652.5 KB	898 B
4	7c/4c5c53	2863	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:BLAST_MAKEBLASTDB (nCoV-2019.reference.fasta)	COMPLETED	0	2021-11-21 22:40:46.715	13.7s	0ms	95.7%	13.5 MB	61.7 MB	185.2 KB	56.6 KB
3	15/869b2a	3229	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:BEDTOOLS_GETFASTA (nCoV-2019.primer.bed)	COMPLETED	0	2021-11-21 22:41:00.429	7.2s	0ms	57.1%	2.8 MB	11 MB	84 KB	9.4 KB
8	89/ce1d04	3458	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:UNTAR_KRAKEN2_DB (kraken2_hs22.tar.gz)	COMPLETED	0	2021-11-21 22:41:07.664	24.9s	608ms	115.5%	6.6 MB	11.1 MB	91.9 MB	105.2 MB
5	87/48fda3	3871	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:GET_CHROM_SIZES (nCoV-2019.reference.fasta)	COMPLETED	0	2021-11-21 22:41:32.618	7.3s	0ms	50.0%	2.9 MB	11 MB	82.6 KB	365 B
7	55/799dc9	4106	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:GUNZIP_GFF (GCA_009858895.3_ASM985889v3_genomic.200409.gff.gz)	COMPLETED	0	2021-11-21 22:41:39.899	676ms	10ms	57.1%	0	0	87.7 KB	4.8 KB
6	27/60baf5	4339	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:BOWTIE2_BUILD (nCoV-2019.reference.fasta)	COMPLETED	0	2021-11-21 22:41:40.579	15.1s	1s	107.0%	10.8 MB	32.7 MB	1.7 MB	8.3 MB
2	ae/1108fe	4578	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:COLLAPSE_PRIMERS (nCoV-2019.primer.bed)	COMPLETED	0	2021-11-21 22:41:55.638	1.7s	0ms	100.0%	9.7 MB	32 MB	645.4 KB	3.9 KB
12	39/cdabc6	4785	NFCORE_VIRALRECON:ILLUMINA:CAT_FASTQ (SAMPLE3_SE)	COMPLETED	0	2021-11-21 22:41:57.333	761ms	9ms	80.0%	0	0	5.6 MB	5.5 MB
13	d5/f15246	4990	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_RAW (SAMPLE2_PE)	COMPLETED	0	2021-11-21 22:41:58.134	30.5s	9s	187.7%	324.6 MB	3.3 GB	26.6 MB	4.7 MB
9	45/648d7a	5661	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_RAW (SAMPLE1_PE)	COMPLETED	0	2021-11-21 22:42:28.640	9.7s	7s	178.2%	349 MB	3.3 GB	28.5 MB	4.7 MB
11	08/088004	6245	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTP (SAMPLE1_PE)	COMPLETED	0	2021-11-21 22:42:38.328	12s	6s	121.1%	588.8 MB	1007.1 MB	14.8 MB	7 MB
10	4d/780d6d	6756	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTP (SAMPLE2_PE)	COMPLETED	0	2021-11-21 22:42:50.292	6.2s	5s	116.6%	604.6 MB	943.1 MB	10.9 MB	5.6 MB
14	8d/eb8442	7196	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:SNPEFF_BUILD (nCoV-2019.reference.fasta)	COMPLETED	0	2021-11-21 22:42:56.510	42.5s	3s	57.5%	64.2 MB	8.9 GB	17.8 MB	16.6 KB
15	ef/57557f	7610	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_RAW (SAMPLE3_SE)	COMPLETED	0	2021-11-21 22:43:38.968	8.8s	7s	154.8%	260.5 MB	3.2 GB	25.6 MB	2.3 MB
16	e0/eb98ec	8217	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTP (SAMPLE3_SE)	COMPLETED	0	2021-11-21 22:43:47.779	7.8s	5s	110.0%	434.2 MB	780.8 MB	11.5 MB	6.2 MB
