task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
5	99/f2e0cc	274034	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:COLLAPSE_PRIMERS (nCoV-2019.primer.bed)	COMPLETED	0	2021-11-30 13:16:41.978	2.6s	1s	17.4%	10.2 MB	32.2 MB	645.5 KB	3.9 KB
6	4c/694fd9	274245	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:BOWTIE2_BUILD (nCoV-2019.reference.fasta)	COMPLETED	0	2021-11-30 13:16:44.566	2.4s	0ms	103.8%	10.6 MB	32.4 MB	1.7 MB	8.3 MB
2	84/f5315f	274472	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:BLAST_MAKEBLASTDB (nCoV-2019.reference.fasta)	COMPLETED	0	2021-11-30 13:16:47.002	2.2s	0ms	33.7%	3 MB	13.5 MB	185.2 KB	56.6 KB
7	dc/c38e63	274689	NFCORE_VIRALRECON:ILLUMINA:INPUT_CHECK:SAMPLESHEET_CHECK (samplesheet_test_illumina_amplicon.csv)	COMPLETED	0	2021-11-30 13:16:49.200	1.9s	0ms	105.3%	10.1 MB	32 MB	652.5 KB	906 B
4	07/08588e	274907	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:GET_CHROM_SIZES (nCoV-2019.reference.fasta)	COMPLETED	0	2021-11-30 13:16:51.106	1.7s	0ms	47.1%	2.8 MB	11 MB	82.6 KB	372 B
8	ec/f13bd2	275125	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:UNTAR_KRAKEN2_DB (kraken2_hs22.tar.gz)	COMPLETED	0	2021-11-30 13:16:52.792	3.2s	942ms	71.9%	6.8 MB	11.1 MB	91.9 MB	105.2 MB
1	ff/2c25c7	275379	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:GUNZIP_GFF (GCA_009858895.3_ASM985889v3_genomic.200409.gff.gz)	COMPLETED	0	2021-11-30 13:16:56.021	845ms	7ms	133.3%	0	0	87.7 KB	4.8 KB
3	83/2f467a	275564	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:BEDTOOLS_GETFASTA (nCoV-2019.primer.bed)	COMPLETED	0	2021-11-30 13:16:56.872	1.8s	0ms	100.0%	2.8 MB	11 MB	84 KB	9.4 KB
11	10/73ac40	275777	NFCORE_VIRALRECON:ILLUMINA:CAT_FASTQ (SAMPLE3_SE)	COMPLETED	0	2021-11-30 13:16:58.710	1.2s	12ms	114.3%	2.8 MB	3.9 MB	5.6 MB	5.5 MB
10	34/21d0d4	275984	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_RAW (SAMPLE1_PE)	COMPLETED	0	2021-11-30 13:16:59.877	10.2s	8s	178.8%	374.9 MB	3.3 GB	28.5 MB	4.7 MB
12	d7/c41aff	276628	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_RAW (SAMPLE2_PE)	COMPLETED	0	2021-11-30 13:17:10.038	9.4s	8s	163.3%	337.5 MB	3.3 GB	26.6 MB	4.7 MB
9	97/5174c9	277294	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTP (SAMPLE1_PE)	COMPLETED	0	2021-11-30 13:17:19.446	7.7s	5s	115.2%	597.5 MB	943.1 MB	14.8 MB	7 MB
13	c1/bebb71	277788	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTP (SAMPLE2_PE)	COMPLETED	0	2021-11-30 13:17:27.162	6.2s	5s	116.0%	86.2 MB	153.6 MB	10.9 MB	5.6 MB
14	07/925431	278205	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:SNPEFF_BUILD (nCoV-2019.reference.fasta)	COMPLETED	0	2021-11-30 13:17:33.363	4.4s	3s	42.0%	64 MB	8.9 GB	17.8 MB	16.6 KB
15	bb/0677c6	278618	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_RAW (SAMPLE3_SE)	COMPLETED	0	2021-11-30 13:17:37.813	6.6s	5s	146.2%	248.2 MB	3.2 GB	25.6 MB	2.3 MB
16	b9/1e78a3	279083	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTP (SAMPLE3_SE)	COMPLETED	0	2021-11-30 13:17:44.466	7.3s	4s	111.7%	444.1 MB	780.8 MB	11.5 MB	6.2 MB
17	6d/2d8254	279521	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_TRIM (SAMPLE1_PE)	COMPLETED	0	2021-11-30 13:17:51.723	8.4s	6s	160.1%	513.6 MB	3.3 GB	27.8 MB	4.5 MB
18	3d/ee62cd	280042	NFCORE_VIRALRECON:ILLUMINA:KRAKEN2_KRAKEN2 (SAMPLE1_PE)	COMPLETED	0	2021-11-30 13:18:00.096	4.7s	3s	161.3%	6.2 MB	237.9 MB	113.7 MB	37.1 MB
19	57/dd5505	280436	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BOWTIE2_ALIGN (SAMPLE1_PE)	COMPLETED	0	2021-11-30 13:18:04.818	1m 47s	1m 44s	100.8%	60.2 MB	279.5 MB	50.1 MB	40.9 MB
20	13/f10e28	284384	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_TRIM (SAMPLE2_PE)	COMPLETED	0	2021-11-30 13:19:52.025	7.7s	6s	177.0%	325.1 MB	3.3 GB	26.4 MB	4.5 MB
21	33/f69c14	284949	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BOWTIE2_ALIGN (SAMPLE2_PE)	COMPLETED	0	2021-11-30 13:19:59.702	1m 26s	1m 24s	100.5%	59.9 MB	279.5 MB	41.6 MB	32.2 MB
22	ec/f8a7ad	288387	NFCORE_VIRALRECON:ILLUMINA:KRAKEN2_KRAKEN2 (SAMPLE2_PE)	COMPLETED	0	2021-11-30 13:21:26.084	6.1s	2s	167.7%	8.4 MB	301.3 MB	101.3 MB	29.3 MB
23	e0/f8d75d	288669	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_TRIM (SAMPLE3_SE)	COMPLETED	0	2021-11-30 13:21:32.163	9s	6s	141.0%	270.3 MB	3.2 GB	25.9 MB	2.2 MB
24	24/c03497	289269	NFCORE_VIRALRECON:ILLUMINA:KRAKEN2_KRAKEN2 (SAMPLE3_SE)	COMPLETED	0	2021-11-30 13:21:41.175	5.6s	3s	136.4%	101.7 MB	238.3 MB	111.8 MB	36.7 MB
25	56/9e7829	289657	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BOWTIE2_ALIGN (SAMPLE3_SE)	COMPLETED	0	2021-11-30 13:21:46.739	42.3s	40s	101.6%	41.5 MB	279.5 MB	47.8 MB	38.4 MB
26	3c/17d86e	291889	NFCORE_VIRALRECON:ILLUMINA:CUTADAPT (SAMPLE1_PE)	COMPLETED	0	2021-11-30 13:22:28.998	13.2s	10s	185.4%	143 MB	1.1 GB	129 MB	126.8 MB
27	ce/a4118f	293729	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:SAMTOOLS_SORT (SAMPLE1_PE)	COMPLETED	0	2021-11-30 13:22:42.187	2.8s	1s	63.9%	3.6 MB	26.6 MB	6.1 MB	3.2 MB
28	1a/13ef38	293952	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:SAMTOOLS_SORT (SAMPLE2_PE)	COMPLETED	0	2021-11-30 13:22:44.972	2.7s	1s	138.1%	30.4 MB	1.9 GB	4.6 MB	2.4 MB
29	35/d1ba4a	294171	NFCORE_VIRALRECON:ILLUMINA:CUTADAPT (SAMPLE2_PE)	COMPLETED	0	2021-11-30 13:22:47.641	11.8s	10s	154.2%	122.9 MB	1.1 GB	103.1 MB	100.7 MB
30	d3/681538	295967	NFCORE_VIRALRECON:ILLUMINA:CUTADAPT (SAMPLE3_SE)	COMPLETED	0	2021-11-30 13:22:59.483	12.4s	10s	181.5%	127.4 MB	734 MB	124.7 MB	122.3 MB
31	e1/221e6e	297652	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:SAMTOOLS_SORT (SAMPLE3_SE)	COMPLETED	0	2021-11-30 13:23:11.856	2.7s	1s	52.1%	36 MB	1.9 GB	5.5 MB	2.6 MB
