task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
7	ee/e55749	335254	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:UNTAR_KRAKEN2_DB (kraken2_hs22.tar.gz)	COMPLETED	0	2021-11-22 00:51:05.541	4.5s	1.1s	107.2%	2.9 MB	4.5 MB	91.9 MB	105.2 MB
6	8d/9c8e31	335555	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:GET_CHROM_SIZES (nCoV-2019.reference.fasta)	COMPLETED	0	2021-11-22 00:51:10.033	2.8s	0ms	51.6%	2.7 MB	13.8 MB	82.6 KB	374 B
2	53/77c2c9	335781	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:GUNZIP_GFF (GCA_009858895.3_ASM985889v3_genomic.200409.gff.gz)	COMPLETED	0	2021-11-22 00:51:12.882	1.6s	74ms	22.9%	3.2 MB	7.8 MB	87.7 KB	4.8 KB
4	74/28b821	335983	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:BLAST_MAKEBLASTDB (nCoV-2019.reference.fasta)	COMPLETED	0	2021-11-22 00:51:14.471	3.7s	1s	54.9%	3.2 MB	15.1 MB	185.2 KB	56.6 KB
8	75/0d349c	336198	NFCORE_VIRALRECON:ILLUMINA:INPUT_CHECK:SAMPLESHEET_CHECK (samplesheet_test_illumina_amplicon.csv)	COMPLETED	0	2021-11-22 00:51:18.174	3s	1s	46.5%	9.6 MB	31.7 MB	652.5 KB	908 B
3	de/a62964	336403	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:COLLAPSE_PRIMERS (nCoV-2019.primer.bed)	COMPLETED	0	2021-11-22 00:51:21.145	2.7s	0ms	73.7%	12.2 MB	34.3 MB	645.4 KB	3.9 KB
1	a9/553c2d	336640	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:BOWTIE2_BUILD (nCoV-2019.reference.fasta)	COMPLETED	0	2021-11-22 00:51:23.834	4.2s	2s	66.7%	109.8 MB	523.5 MB	1.7 MB	8.3 MB
5	d4/e26850	336942	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:BEDTOOLS_GETFASTA (nCoV-2019.primer.bed)	COMPLETED	0	2021-11-22 00:51:28.016	2.3s	0ms	60.0%	4.8 MB	26.5 MB	84 KB	9.4 KB
9	03/306e1d	337150	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:SNPEFF_BUILD (nCoV-2019.reference.fasta)	COMPLETED	0	2021-11-22 00:51:30.362	6.3s	3s	63.1%	63.8 MB	9 GB	17.8 MB	16.6 KB
13	81/740cd7	337726	NFCORE_VIRALRECON:ILLUMINA:CAT_FASTQ (SAMPLE3_SE)	COMPLETED	0	2021-11-22 00:51:36.623	2.1s	74ms	37.5%	3.1 MB	7.8 MB	5.6 MB	5.5 MB
10	5c/4d2095	337934	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_RAW (SAMPLE1_PE)	COMPLETED	0	2021-11-22 00:51:38.686	17s	14s	171.0%	335.3 MB	3.3 GB	28.5 MB	4.7 MB
11	23/f47113	338725	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_RAW (SAMPLE2_PE)	COMPLETED	0	2021-11-22 00:51:55.747	16.9s	14s	171.6%	361.1 MB	3.3 GB	26.6 MB	4.7 MB
12	68/af7043	339525	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTP (SAMPLE1_PE)	COMPLETED	0	2021-11-22 00:52:12.663	16.4s	14s	122.0%	585.1 MB	943.1 MB	14.8 MB	7 MB
14	50/472f1d	340287	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTP (SAMPLE2_PE)	COMPLETED	0	2021-11-22 00:52:29.045	13.8s	10s	118.3%	596 MB	943.1 MB	10.9 MB	5.6 MB
15	2f/f8e096	341005	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_RAW (SAMPLE3_SE)	COMPLETED	0	2021-11-22 00:52:42.885	11.9s	9s	159.3%	263.1 MB	3.2 GB	25.6 MB	2.3 MB
16	42/62f541	341689	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTP (SAMPLE3_SE)	COMPLETED	0	2021-11-22 00:52:54.815	14.5s	12s	109.3%	440.6 MB	716.8 MB	11.5 MB	6.2 MB
17	d9/c315e1	342448	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_TRIM (SAMPLE1_PE)	COMPLETED	0	2021-11-22 00:53:09.341	19s	16s	188.5%	313.4 MB	3.3 GB	27.7 MB	4.5 MB
18	f0/630aa6	343245	NFCORE_VIRALRECON:ILLUMINA:KRAKEN2_KRAKEN2 (SAMPLE1_PE)	COMPLETED	0	2021-11-22 00:53:28.319	8s	5s	157.2%	99.8 MB	237.9 MB	113.7 MB	37.1 MB
19	d0/04dfeb	343804	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BOWTIE2_ALIGN (SAMPLE1_PE)	COMPLETED	0	2021-11-22 00:53:36.309	4m 7s	4m 4s	100.5%	60.2 MB	279.5 MB	50.1 MB	40.9 MB
20	d0/901067	351335	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_TRIM (SAMPLE2_PE)	COMPLETED	0	2021-11-22 00:57:43.280	17s	14s	188.8%	300.2 MB	3.3 GB	26.2 MB	4.5 MB
22	97/974d14	352141	NFCORE_VIRALRECON:ILLUMINA:KRAKEN2_KRAKEN2 (SAMPLE2_PE)	COMPLETED	0	2021-11-22 00:58:00.325	6.7s	3s	170.3%	138 MB	245.4 MB	101.3 MB	29.3 MB
21	f7/915649	352604	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BOWTIE2_ALIGN (SAMPLE2_PE)	COMPLETED	0	2021-11-22 00:58:07.005	3m 20s	3m 18s	100.6%	60.3 MB	279.5 MB	41.6 MB	32.2 MB
23	ca/c06786	358945	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_TRIM (SAMPLE3_SE)	COMPLETED	0	2021-11-22 01:01:27.497	11.2s	9s	161.8%	286.2 MB	3.2 GB	25.9 MB	2.2 MB
24	50/6668aa	359635	NFCORE_VIRALRECON:ILLUMINA:KRAKEN2_KRAKEN2 (SAMPLE3_SE)	COMPLETED	0	2021-11-22 01:01:38.713	7.2s	4s	177.3%	101.6 MB	301.2 MB	111.8 MB	36.7 MB
25	e3/7a98e1	360074	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BOWTIE2_ALIGN (SAMPLE3_SE)	COMPLETED	0	2021-11-22 01:01:45.940	16m 42s	16m 40s	101.1%	41.7 MB	279.5 MB	47.8 MB	38.4 MB
26	6a/9dfb4d	363896	NFCORE_VIRALRECON:ILLUMINA:CUTADAPT (SAMPLE1_PE)	COMPLETED	0	2021-11-22 01:18:28.154	32.9s	31s	183.8%	139 MB	1.1 GB	129 MB	126.8 MB
27	2f/4e70dc	367051	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:SAMTOOLS_SORT (SAMPLE1_PE)	COMPLETED	0	2021-11-22 01:19:01.062	3.9s	0ms	139.3%	3 MB	13.9 MB	6.1 MB	3.2 MB
28	3d/1bf794	367277	NFCORE_VIRALRECON:ILLUMINA:CUTADAPT (SAMPLE2_PE)	COMPLETED	0	2021-11-22 01:19:04.994	31.4s	29s	153.0%	103.8 MB	939.3 MB	103.1 MB	100.7 MB
29	61/d6a6d3	370246	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:SAMTOOLS_SORT (SAMPLE2_PE)	COMPLETED	0	2021-11-22 01:19:36.373	3.3s	0ms	164.7%	30.1 MB	1.7 GB	4.6 MB	2.4 MB
30	9c/2f299f	370476	NFCORE_VIRALRECON:ILLUMINA:CUTADAPT (SAMPLE3_SE)	COMPLETED	0	2021-11-22 01:19:39.647	31.7s	29s	184.0%	129.1 MB	796.8 MB	124.7 MB	122.3 MB
31	18/0eb9db	372966	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:SAMTOOLS_SORT (SAMPLE3_SE)	COMPLETED	0	2021-11-22 01:20:11.310	3.5s	0ms	152.1%	14.2 MB	1.7 GB	5.5 MB	2.6 MB
32	10/9ab669	373190	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_SPADES:SPADES (SAMPLE1_PE)	COMPLETED	0	2021-11-22 01:20:14.768	1m 5s	1m 4s	165.3%	289.4 MB	1.6 GB	70.7 MB	463.9 MB
34	13/a2a9c5	375008	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_UNICYCLER:UNICYCLER (SAMPLE1_PE)	COMPLETED	0	2021-11-22 01:21:19.942	5m 8s	5m 6s	180.1%	469.6 MB	3.8 GB	490.7 MB	903.6 MB
35	1e/a13032	395716	NFCORE_VIRALRECON:ILLUMINA:FASTQC (SAMPLE1_PE)	COMPLETED	0	2021-11-22 01:26:27.784	16.9s	14s	186.9%	331.6 MB	3.3 GB	27.1 MB	4.3 MB
33	10/e26996	396529	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:MINIA (SAMPLE1_PE)	COMPLETED	0	2021-11-22 01:26:44.713	6.5s	4s	139.4%	134.3 MB	5.3 GB	65.2 MB	28.6 MB
36	f4/e35c1e	397046	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:SAMTOOLS_INDEX (SAMPLE1_PE)	COMPLETED	0	2021-11-22 01:26:51.220	2.7s	0ms	86.3%	4.4 MB	26.8 MB	3.2 MB	4.7 KB
40	d5/9ea1bb	397265	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:MINIA (SAMPLE2_PE)	COMPLETED	0	2021-11-22 01:26:53.905	6.2s	3s	139.8%	120.6 MB	5.3 GB	56.9 MB	24.5 MB
37	7c/90463c	397761	NFCORE_VIRALRECON:ILLUMINA:FASTQC (SAMPLE2_PE)	COMPLETED	0	2021-11-22 01:27:00.164	17.7s	15s	187.7%	305.2 MB	3.3 GB	25.9 MB	4.4 MB
39	aa/d7a9d3	398559	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_UNICYCLER:UNICYCLER (SAMPLE2_PE)	COMPLETED	0	2021-11-22 01:27:17.845	3m 32s	3m 30s	173.3%	381.3 MB	3.6 GB	407.5 MB	781.3 MB
38	54/ba125b	416949	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_SPADES:SPADES (SAMPLE2_PE)	COMPLETED	0	2021-11-22 01:30:49.697	53.2s	51s	165.2%	235.8 MB	1.6 GB	57.6 MB	383.9 MB
41	7a/ea0856	418542	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:SAMTOOLS_INDEX (SAMPLE2_PE)	COMPLETED	0	2021-11-22 01:31:42.907	2.6s	0ms	92.3%	4.3 MB	26.8 MB	2.5 MB	4.6 KB
42	50/c631e9	418763	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_SPADES:SPADES (SAMPLE3_SE)	COMPLETED	0	2021-11-22 01:31:45.543	45s	43s	165.3%	271.7 MB	1.6 GB	42.7 MB	529.1 MB
43	4a/218f15	420286	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_UNICYCLER:UNICYCLER (SAMPLE3_SE)	COMPLETED	0	2021-11-22 01:32:30.588	3m 51s	3m 48s	167.0%	456.5 MB	3.6 GB	349.1 MB	700.3 MB
44	7a/76e338	432506	NFCORE_VIRALRECON:ILLUMINA:FASTQC (SAMPLE3_SE)	COMPLETED	0	2021-11-22 01:36:21.374	11.8s	9s	161.8%	269.1 MB	3.2 GB	25.4 MB	2.2 MB
45	14/e4cbbf	433206	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:MINIA (SAMPLE3_SE)	COMPLETED	0	2021-11-22 01:36:33.171	7.4s	4s	136.7%	128.8 MB	5.3 GB	63.5 MB	28.1 MB
46	ea/ab7908	433758	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:SAMTOOLS_INDEX (SAMPLE3_SE)	COMPLETED	0	2021-11-22 01:36:40.589	2.5s	0ms	80.0%	4.3 MB	26.7 MB	2.7 MB	4.6 KB
47	07/5dbdf7	433975	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_SPADES:ASSEMBLY_QC:BLAST_BLASTN (SAMPLE1_PE)	COMPLETED	0	2021-11-22 01:36:43.140	3.5s	1s	43.3%	3.7 MB	26.7 MB	203.9 KB	938 B
48	cf/f42e9a	434252	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_SPADES:BANDAGE_IMAGE (SAMPLE1_PE)	COMPLETED	0	2021-11-22 01:36:46.608	3.2s	586ms	66.4%	5.8 MB	95.5 MB	348.5 KB	67.5 KB
49	92/4eb4e0	434460	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_SPADES:ASSEMBLY_QC:ABACAS (SAMPLE1_PE)	COMPLETED	0	2021-11-22 01:36:49.801	3.5s	1s	76.7%	2.9 MB	13.2 MB	1 MB	112.7 KB
51	cf/5100a6	434694	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_UNICYCLER:BANDAGE_IMAGE (SAMPLE1_PE)	COMPLETED	0	2021-11-22 01:36:53.290	1.8s	332ms	91.9%	19.5 MB	117.3 MB	412.2 KB	68.1 KB
52	3b/22fc83	434902	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_UNICYCLER:ASSEMBLY_QC:BLAST_BLASTN (SAMPLE1_PE)	COMPLETED	0	2021-11-22 01:36:55.138	3.1s	0ms	98.0%	12.8 MB	67.2 MB	197.2 KB	549 B
50	80/a76e30	435122	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_UNICYCLER:ASSEMBLY_QC:ABACAS (SAMPLE1_PE)	COMPLETED	0	2021-11-22 01:36:58.237	2.9s	1s	99.0%	7.9 MB	27.8 MB	1011.9 KB	106.7 KB
53	9b/0844ec	435356	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:ASSEMBLY_QC:BLAST_BLASTN (SAMPLE1_PE)	COMPLETED	0	2021-11-22 01:37:01.102	2.9s	1s	85.7%	12.8 MB	67.2 MB	196.4 KB	1.1 KB
54	07/36d4c9	435575	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:ASSEMBLY_QC:ABACAS (SAMPLE1_PE)	COMPLETED	0	2021-11-22 01:37:04.034	2.7s	1s	101.1%	7.6 MB	27.8 MB	1011.3 KB	111.9 KB
56	aa/600b0f	435809	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (SAMPLE1_PE)	COMPLETED	0	2021-11-22 01:37:06.702	2.5s	0ms	41.4%	4.3 MB	26.8 MB	86.9 KB	4.5 KB
55	42/491378	436018	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (SAMPLE1_PE)	COMPLETED	0	2021-11-22 01:37:09.215	2.7s	0ms	85.7%	4.3 MB	26.8 MB	3.2 MB	4.9 KB
57	da/49b227	436230	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SAMPLE1_PE)	COMPLETED	0	2021-11-22 01:37:11.879	3.5s	1s	99.2%	7.6 MB	28.3 MB	3.2 MB	162.7 KB
58	d2/d09579	436459	NFCORE_VIRALRECON:ILLUMINA:ASSEMBLY_MINIA:ASSEMBLY_QC:BLAST_BLASTN (SAMPLE2_PE)	COMPLETED	0	2021-11-22 01:37:15.365	2.8s	0ms	95.0%	12.7 MB	67.2 MB	193.7 KB	2 KB
