task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	c6/ab75de	8041	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:GET_CHROM_SIZES (nCoV-2019.reference.fasta)	COMPLETED	0	2021-11-25 17:16:01.588	17.8s	0ms	14.8%	5.8 MB	26.6 MB	81.6 KB	367 B
2	38/80587c	8000	NFCORE_VIRALRECON:ILLUMINA:INPUT_CHECK:SAMPLESHEET_CHECK (samplesheet_test_illumina_amplicon.csv)	COMPLETED	0	2021-11-25 17:16:01.507	18.4s	0ms	88.9%	2.9 MB	11 MB	651.6 KB	900 B
4	aa/c37bf6	8016	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:BLAST_MAKEBLASTDB (nCoV-2019.reference.fasta)	COMPLETED	0	2021-11-25 17:16:01.559	19.3s	0ms	89.6%	14.9 MB	61.7 MB	184.2 KB	56.6 KB
7	8c/7743a6	8910	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:COLLAPSE_PRIMERS (nCoV-2019.primer.bed)	COMPLETED	0	2021-11-25 17:16:19.875	3.1s	0ms	93.3%	2.8 MB	11 MB	644.5 KB	3.9 KB
3	6f/a5cddc	8975	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:BOWTIE2_BUILD (nCoV-2019.reference.fasta)	COMPLETED	0	2021-11-25 17:16:20.887	1m 32s	1s	111.1%	12.1 MB	33.8 MB	1.7 MB	8.3 MB
5	05/5103ec	9227	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:GUNZIP_GFF (GCA_009858895.3_ASM985889v3_genomic.200409.gff.gz)	COMPLETED	0	2021-11-25 17:16:22.956	1m 31s	7ms	114.3%	0	0	86.8 KB	4.8 KB
8	0c/040198	9854	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:UNTAR_KRAKEN2_DB (kraken2_hs22.tar.gz)	COMPLETED	0	2021-11-25 17:17:54.376	10.9s	538ms	121.1%	7.1 MB	11.1 MB	91.9 MB	105.2 MB
12	4a/2507ae	10118	NFCORE_VIRALRECON:ILLUMINA:CAT_FASTQ (SAMPLE3_SE)	COMPLETED	0	2021-11-25 17:18:05.306	2.7s	9ms	114.3%	0	0	5.6 MB	5.5 MB
6	86/66bc0b	9653	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:BEDTOOLS_GETFASTA (nCoV-2019.primer.bed)	COMPLETED	0	2021-11-25 17:17:53.292	15.4s	0ms	36.4%	0	0	83.1 KB	9.4 KB
9	c4/a64ce5	10577	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTP (SAMPLE1_PE)	COMPLETED	0	2021-11-25 17:18:08.726	1m 6s	7s	115.5%	588.4 MB	1007.1 MB	14.8 MB	7 MB
