task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
7	22/a0ae45	149354	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:UNTAR_KRAKEN2_DB (kraken2_hs22.tar.gz)	COMPLETED	0	2021-11-23 15:41:43.386	1.5s	465ms	118.5%	6.9 MB	11.1 MB	91.9 MB	105.2 MB
5	f0/bcaa43	149347	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:BLAST_MAKEBLASTDB (nCoV-2019.reference.fasta)	COMPLETED	0	2021-11-23 15:41:43.359	2s	1s	58.7%	3.5 MB	17.8 MB	184.3 KB	56.6 KB
1	f6/f70f5d	149802	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:BOWTIE2_BUILD (nCoV-2019.reference.fasta)	COMPLETED	0	2021-11-23 15:41:44.854	2.2s	0ms	88.2%	8.9 MB	30.8 MB	1.7 MB	8.3 MB
4	59/73e6e2	150017	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:COLLAPSE_PRIMERS (nCoV-2019.primer.bed)	COMPLETED	0	2021-11-23 15:41:45.400	1.7s	0ms	80.0%	9.7 MB	31.7 MB	644.5 KB	3.9 KB
6	7f/840a8b	150289	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:GET_CHROM_SIZES (nCoV-2019.reference.fasta)	COMPLETED	0	2021-11-23 15:41:47.068	1.7s	0ms	20.0%	2.9 MB	11 MB	81.7 KB	372 B
8	f3/3c3e1f	150325	NFCORE_VIRALRECON:ILLUMINA:INPUT_CHECK:SAMPLESHEET_CHECK (samplesheet_test_illumina_amplicon.csv)	COMPLETED	0	2021-11-23 15:41:47.113	1.8s	0ms	90.9%	10.7 MB	32.5 MB	651.6 KB	905 B
2	1e/966a92	150733	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:GUNZIP_GFF (GCA_009858895.3_ASM985889v3_genomic.200409.gff.gz)	COMPLETED	0	2021-11-23 15:41:48.765	663ms	8ms	100.0%	0	0	86.8 KB	4.8 KB
3	94/011005	150780	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:BEDTOOLS_GETFASTA (nCoV-2019.primer.bed)	COMPLETED	0	2021-11-23 15:41:48.884	1.8s	0ms	26.7%	2.6 MB	11 MB	83.1 KB	9.4 KB
10	73/2a7a35	151389	NFCORE_VIRALRECON:ILLUMINA:CAT_FASTQ (SAMPLE3_SE)	COMPLETED	0	2021-11-23 15:41:50.698	607ms	10ms	50.0%	2.8 MB	3.9 MB	5.6 MB	5.5 MB
9	3c/b96bb6	151138	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:SNPEFF_BUILD (nCoV-2019.reference.fasta)	COMPLETED	0	2021-11-23 15:41:49.540	4.4s	3s	42.4%	65.2 MB	8.9 GB	17.8 MB	16.6 KB
13	15/1bc098	151688	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_RAW (SAMPLE1_PE)	COMPLETED	0	2021-11-23 15:41:51.311	8.2s	7s	186.4%	351.1 MB	3.3 GB	28.4 MB	4.7 MB
11	05/b6d74f	152141	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_RAW (SAMPLE2_PE)	COMPLETED	0	2021-11-23 15:41:53.943	8.2s	6s	167.3%	328.6 MB	3.3 GB	26.5 MB	4.7 MB
