task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
4	01/eb5b39	157417	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:GET_CHROM_SIZES (nCoV-2019.reference.fasta)	COMPLETED	0	2021-11-25 17:57:25.959	2s	0ms	42.1%	2.8 MB	11 MB	81.7 KB	373 B
2	84/8a5975	157525	NFCORE_VIRALRECON:ILLUMINA:INPUT_CHECK:SAMPLESHEET_CHECK (samplesheet_test_illumina_amplicon.csv)	COMPLETED	0	2021-11-25 17:57:26.376	2.2s	0ms	51.3%	11.8 MB	33.8 MB	651.6 KB	906 B
7	55/3ff0fe	157506	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:COLLAPSE_PRIMERS (nCoV-2019.primer.bed)	COMPLETED	0	2021-11-25 17:57:26.292	2.3s	0ms	95.2%	10.3 MB	32.2 MB	644.5 KB	3.9 KB
8	68/d916b2	158114	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:GUNZIP_GFF (GCA_009858895.3_ASM985889v3_genomic.200409.gff.gz)	COMPLETED	0	2021-11-25 17:57:28.549	839ms	8ms	133.3%	0	0	86.8 KB	4.8 KB
6	19/600b5f	158147	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:BLAST_MAKEBLASTDB (nCoV-2019.reference.fasta)	COMPLETED	0	2021-11-25 17:57:28.624	2.3s	0ms	84.8%	14.3 MB	61.7 MB	184.3 KB	56.6 KB
1	b5/852720	158497	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:UNTAR_KRAKEN2_DB (kraken2_hs22.tar.gz)	COMPLETED	0	2021-11-25 17:57:29.398	1.6s	661ms	104.2%	6.9 MB	11.1 MB	91.9 MB	105.2 MB
5	82/e0204b	158836	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:BEDTOOLS_GETFASTA (nCoV-2019.primer.bed)	COMPLETED	0	2021-11-25 17:57:31.027	1.9s	0ms	40.0%	2.8 MB	11 MB	83.1 KB	9.4 KB
3	ce/3e6203	158797	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:BOWTIE2_BUILD (nCoV-2019.reference.fasta)	COMPLETED	0	2021-11-25 17:57:30.924	2.2s	0ms	105.1%	13.9 MB	35.7 MB	1.7 MB	8.3 MB
10	04/c9cdd5	159304	NFCORE_VIRALRECON:ILLUMINA:CAT_FASTQ (SAMPLE3_SE)	COMPLETED	0	2021-11-25 17:57:33.101	785ms	12ms	100.0%	0	0	5.6 MB	5.5 MB
9	c3/598d56	159238	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:SNPEFF_BUILD (nCoV-2019.reference.fasta)	COMPLETED	0	2021-11-25 17:57:32.927	4.6s	3s	46.2%	64.5 MB	8.9 GB	17.8 MB	16.6 KB
12	55/fdeca9	159676	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_RAW (SAMPLE2_PE)	COMPLETED	0	2021-11-25 17:57:33.894	9.3s	7s	183.0%	336.2 MB	3.3 GB	26.4 MB	4.7 MB
