task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
8	29/616a7e	1011897	NFCORE_VIRALRECON:ILLUMINA:INPUT_CHECK:SAMPLESHEET_CHECK (samplesheet_test_illumina_amplicon.csv)	COMPLETED	0	2021-11-25 19:46:31.784	1.8s	0ms	92.3%	2.8 MB	11 MB	651.6 KB	910 B
3	14/e0b994	1011905	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:BEDTOOLS_GETFASTA (nCoV-2019.primer.bed)	COMPLETED	0	2021-11-25 19:46:31.809	2s	0ms	80.0%	0	0	83.1 KB	9.4 KB
1	98/ee8778	1011907	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:GET_CHROM_SIZES (nCoV-2019.reference.fasta)	COMPLETED	0	2021-11-25 19:46:31.818	2s	0ms	100.0%	2.8 MB	11 MB	81.7 KB	378 B
6	e3/aa0376	1012558	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:GUNZIP_GFF (GCA_009858895.3_ASM985889v3_genomic.200409.gff.gz)	COMPLETED	0	2021-11-25 19:46:33.826	949ms	30ms	38.1%	0	0	86.8 KB	4.8 KB
7	e7/720f33	1012568	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:COLLAPSE_PRIMERS (nCoV-2019.primer.bed)	COMPLETED	0	2021-11-25 19:46:33.858	1.9s	0ms	74.1%	2.6 MB	11 MB	644.6 KB	3.9 KB
4	8e/deaa9a	1012969	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:BLAST_MAKEBLASTDB (nCoV-2019.reference.fasta)	COMPLETED	0	2021-11-25 19:46:34.783	1.8s	0ms	89.7%	14.6 MB	61.7 MB	184.3 KB	56.6 KB
5	71/5034cc	1013208	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:BOWTIE2_BUILD (nCoV-2019.reference.fasta)	COMPLETED	0	2021-11-25 19:46:35.741	2.1s	0ms	104.8%	10.3 MB	32 MB	1.7 MB	8.3 MB
2	d3/22e237	1013451	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:UNTAR_KRAKEN2_DB (kraken2_hs22.tar.gz)	COMPLETED	0	2021-11-25 19:46:36.620	1.3s	506ms	118.8%	6.8 MB	11.1 MB	91.9 MB	105.2 MB
10	21/10ef38	1013757	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTP (SAMPLE1_PE)	COMPLETED	0	2021-11-25 19:46:37.945	7.6s	6s	116.4%	603.2 MB	1007.1 MB	14.8 MB	7 MB
12	ff/460e42	1013707	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_RAW (SAMPLE1_PE)	COMPLETED	0	2021-11-25 19:46:37.829	8.2s	6s	177.5%	349.1 MB	3.3 GB	28.5 MB	4.7 MB
9	2f/0ea23f	1014733	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTP (SAMPLE2_PE)	COMPLETED	0	2021-11-25 19:46:45.503	6.6s	4s	114.5%	599.3 MB	943.1 MB	10.9 MB	5.6 MB
13	71/4554f4	1014872	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_RAW (SAMPLE2_PE)	COMPLETED	0	2021-11-25 19:46:46.067	8.2s	7s	163.2%	333.8 MB	3.3 GB	26.5 MB	4.7 MB
11	17/b15875	1016141	NFCORE_VIRALRECON:ILLUMINA:CAT_FASTQ (SAMPLE3_SE)	COMPLETED	0	2021-11-25 19:46:54.286	554ms	8ms	88.9%	0	0	5.6 MB	5.5 MB
14	73/6f8030	1015682	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:SNPEFF_BUILD (nCoV-2019.reference.fasta)	COMPLETED	0	2021-11-25 19:46:52.075	3.3s	2s	64.9%	64.5 MB	8.9 GB	17.8 MB	16.7 KB
16	cd/f946d4	1016549	NFCORE_VIRALRECON:ILLUMINA:KRAKEN2_KRAKEN2 (SAMPLE1_PE)	COMPLETED	0	2021-11-25 19:46:55.347	4.6s	3s	163.7%	18.2 MB	238.1 MB	113.7 MB	37.1 MB
15	ca/490536	1016357	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_TRIM (SAMPLE1_PE)	COMPLETED	0	2021-11-25 19:46:54.845	8.2s	6s	171.6%	335.4 MB	3.3 GB	27.7 MB	4.5 MB
