task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
2	cb/e0538f	870576	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:GET_CHROM_SIZES (nCoV-2019.reference.fasta)	COMPLETED	0	2021-11-25 19:19:15.682	1.8s	0ms	42.1%	2.8 MB	11 MB	81.7 KB	377 B
6	7d/ee5119	870561	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:COLLAPSE_PRIMERS (nCoV-2019.primer.bed)	COMPLETED	0	2021-11-25 19:19:15.631	2.1s	0ms	60.6%	10.8 MB	32.6 MB	644.6 KB	3.9 KB
8	65/905b02	870567	NFCORE_VIRALRECON:ILLUMINA:INPUT_CHECK:SAMPLESHEET_CHECK (samplesheet_test_illumina_amplicon.csv)	COMPLETED	0	2021-11-25 19:19:15.670	2.2s	0ms	64.0%	11.2 MB	33.1 MB	651.6 KB	910 B
5	f7/17fcad	871221	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:GUNZIP_GFF (GCA_009858895.3_ASM985889v3_genomic.200409.gff.gz)	COMPLETED	0	2021-11-25 19:19:17.782	1.1s	19ms	80.0%	0	0	86.8 KB	4.8 KB
1	e7/d71690	871239	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:BEDTOOLS_GETFASTA (nCoV-2019.primer.bed)	COMPLETED	0	2021-11-25 19:19:17.849	2s	0ms	88.9%	0	0	83.1 KB	9.4 KB
3	db/f68884	871968	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:UNTAR_KRAKEN2_DB (kraken2_hs22.tar.gz)	COMPLETED	0	2021-11-25 19:19:19.857	1.3s	452ms	118.0%	6.8 MB	11.1 MB	91.9 MB	105.2 MB
7	c4/3c119a	871705	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:BOWTIE2_BUILD (nCoV-2019.reference.fasta)	COMPLETED	0	2021-11-25 19:19:18.855	2.4s	0ms	97.7%	12 MB	33.8 MB	1.7 MB	8.3 MB
4	65/0ca62d	872226	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:BLAST_MAKEBLASTDB (nCoV-2019.reference.fasta)	COMPLETED	0	2021-11-25 19:19:21.167	1.8s	0ms	90.9%	29 MB	62.4 MB	184.3 KB	56.6 KB
9	22/61da0a	872267	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:SNPEFF_BUILD (nCoV-2019.reference.fasta)	COMPLETED	0	2021-11-25 19:19:21.294	4.3s	3s	40.4%	64.6 MB	8.9 GB	17.8 MB	16.7 KB
13	00/dcba2a	872736	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTP (SAMPLE2_PE)	COMPLETED	0	2021-11-25 19:19:22.949	5.8s	4s	119.3%	605.9 MB	1007.1 MB	10.9 MB	5.6 MB
10	4f/2c00ba	873170	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTP (SAMPLE1_PE)	COMPLETED	0	2021-11-25 19:19:25.596	7.5s	6s	115.9%	602.7 MB	943.1 MB	14.8 MB	7 MB
14	68/0b3cdf	874198	NFCORE_VIRALRECON:ILLUMINA:CAT_FASTQ (SAMPLE3_SE)	COMPLETED	0	2021-11-25 19:19:33.092	844ms	8ms	50.0%	0	0	5.6 MB	5.5 MB
11	45/b1b405	873620	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_RAW (SAMPLE1_PE)	COMPLETED	0	2021-11-25 19:19:28.756	8.4s	6s	175.2%	363.6 MB	3.3 GB	28.5 MB	4.7 MB
12	24/889926	874468	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_RAW (SAMPLE2_PE)	COMPLETED	0	2021-11-25 19:19:33.942	8.4s	7s	167.1%	342.7 MB	3.3 GB	26.4 MB	4.7 MB
15	c2/552c7b	874889	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_TRIM (SAMPLE2_PE)	COMPLETED	0	2021-11-25 19:19:37.118	8.4s	7s	146.5%	309.7 MB	3.3 GB	26.3 MB	4.5 MB
17	ad/c9cca6	875530	NFCORE_VIRALRECON:ILLUMINA:KRAKEN2_KRAKEN2 (SAMPLE2_PE)	COMPLETED	0	2021-11-25 19:19:42.323	3.7s	2s	165.3%	8.9 MB	237.9 MB	101.3 MB	29.3 MB
18	51/1b1baf	876184	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_TRIM (SAMPLE1_PE)	COMPLETED	0	2021-11-25 19:19:45.982	10.1s	8s	175.6%	383.8 MB	3.3 GB	27.8 MB	4.5 MB
19	34/36c6f9	878074	NFCORE_VIRALRECON:ILLUMINA:KRAKEN2_KRAKEN2 (SAMPLE1_PE)	COMPLETED	0	2021-11-25 19:19:56.126	4.1s	3s	160.6%	9.7 MB	237.9 MB	113.7 MB	37.1 MB
16	b1/dfb973	875988	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BOWTIE2_ALIGN (SAMPLE2_PE)	COMPLETED	0	2021-11-25 19:19:45.515	1m 20s	1m 19s	96.7%	60.3 MB	279.5 MB	41.6 MB	32.2 MB
21	43/3273d4	883185	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_RAW (SAMPLE3_SE)	COMPLETED	0	2021-11-25 19:21:05.423	7.1s	6s	135.9%	270.1 MB	3.2 GB	25.6 MB	2.3 MB
22	19/0cc377	883992	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTP (SAMPLE3_SE)	COMPLETED	0	2021-11-25 19:21:12.541	6.1s	5s	112.2%	434.5 MB	780.8 MB	11.5 MB	6.2 MB
23	20/02407f	884574	NFCORE_VIRALRECON:ILLUMINA:CUTADAPT (SAMPLE2_PE)	COMPLETED	0	2021-11-25 19:21:18.690	12s	10s	156.5%	125.9 MB	1.1 GB	103.1 MB	100.7 MB
20	16/567d73	878557	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BOWTIE2_ALIGN (SAMPLE1_PE)	COMPLETED	0	2021-11-25 19:20:00.277	1m 39s	1m 38s	97.0%	60.3 MB	279.5 MB	50.1 MB	40.9 MB
25	51/96355b	888709	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:SAMTOOLS_SORT (SAMPLE2_PE)	COMPLETED	0	2021-11-25 19:21:39.425	2s	1s	141.7%	17.2 MB	1.7 GB	4.6 MB	2.4 MB
24	bd/4f9022	886824	NFCORE_VIRALRECON:ILLUMINA:CUTADAPT (SAMPLE1_PE)	COMPLETED	0	2021-11-25 19:21:30.692	14.6s	13s	168.4%	148.5 MB	1.1 GB	129 MB	126.8 MB
